id,product_name,category,subcategory,material,color,price,availability,description,product_url,image_url
32,Bob 40mm Koa & Marble,Men Watches,Watches,koa wood and stainless steel in antique silver,"Genuine, green marble",279.0,Available,"The name Bob is an abbreviation of Robert, which has Germanic roots and means “the radiant one” or “he who is blessed by fame”. The interplay of koa wood with genuine green marble is dedicated to this name, and should motivate you daily to cast a curious glance into the past in order to get to know yourself and your surroundings better. EAN: # 9120078335321",https://www.world.holzkern.com/en_world/bob-oak-marble.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/q/1q_210701_bob_rf26.jpg
33,Tenoumer 42mm Koa & Dark Gray,Men Watches,Watches,,Fine-grained koa wood,749.0,Available,"Our model Tenoumer, made from koa wood and stainless steel in dark gray, should motivate you to have a profound impact on those around you with each new day. The Tenoumer impact crater is located in the Western Sahara desert in Mauritania. Its well-preserved bowl shape with diameter of 1.1 miles (1.9km) is the result of a recent impact between 10,000 - 22,000 years ago. EAN: # 9010631006693",https://www.world.holzkern.com/en_world/tenoumer-koa-dark-grey.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_210725_q_tenoumer_fa_8a.jpg
34,Sternum 42mm Zebrawood & Black,Men Watches,Watches,,Stainless steel in black,699.0,Available,"The breastbone (Sternum) is a flat, sword-shaped bone in the center of our chest. It acts as protection and safeguards our internal organs like the heart and lungs from external influences. Our automatic Sternum model should remind you that, although a sheltered life may have great value, true happiness is quite often associated with risk. EAN: # 9010631005474",https://www.world.holzkern.com/en_world/sternum-zebrawood-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211008_q_sternum_fa_30_copy.jpg
35,OPENHORIZON 44mm Black marble & Silver,Men Watches,Watches,stainless steel in silver and black,Genuine black marble with fine white veins,449.0,Available,"Ready to take off? Modeled on real pilot's watches, your Openhorizon allows you to keep a firm grip on the time. Tachymeter, stop function, luminescence, a prominent second hand and a stately size turn your wristwatch into a real pilot's watch and ensure a stylish eye-catcher on your wrist both in the cockpit and in everyday life. EAN: # 9010631018313",https://www.world.holzkern.com/en_world/openhorizon-blackmarble-silver.html,
36,Spring Evening 40mm Walnut & Leadwood,Men Watches,Watches,walnut wood,leadwood with a fine texture,199.0,Available,The spring sun has just set below the horizon and darkness has begun to eat away at the final rays of sunlight. The night's milder climate signals the beginning of warmer times. May this wonderful combination of walnut and black sandalwood remind you of a perfect spring evening. EAN: # 9120078332719,https://www.world.holzkern.com/en_world/springevening-walnut-leadwood.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_211210_fru_hlingsabend_q_sw_24.jpg
37,Manhattan 42mm Maple & Marble,Men Watches,Watches,black dyed maple and stainless steel in brushed gray,Genuine white marble,449.0,Available,"Probably the most famous skyline in the world combines gray concrete and huge building complexes to create a true work of art. With the imitation color components made of gray brushed stainless steel, white marble and dark-colored maple, you will carry the memory of this sight with you every day in the form of your personal unique piece. EAN: # 9010631019662",https://www.world.holzkern.com/en_world/manhattan-maple-marble.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/m/a/manhattan_simon_geisberger_simongeisberger_neu_1.jpg
38,Immanuel 40mm Maple & Sodalite,Men Watches,Watches,,Genuine blue sodalite,279.0,Available,The name Immanuel originates from Hebrew and means “God is with us”. Other forms of this epithet include the popular names Manuel and Emanual. The interplay of dark gray maple wood and genuine blue marble is dedicated to this name. It should motivate you daily to cast a curious glance into the past in order to get to know yourself and your surroundings better. EAN: # 9120078339534,https://www.world.holzkern.com/en_world/immanuel-maple-sodalite.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_20210827_q_immanuel_yr-2_copy.jpg
39,Cairo 45mm Maple & Marble,Men Watches,Watches,,Genuine gray marble,379.0,Available,"The sun casts its last rays over the Nile, and the Egyptian capital appears like an image from the fairytale world of “1001 Nights”. This interplay between dark leadwood and bright marble is inspired by the early evening mood of Cairo, and should empower you with the sun’s radiance at all times of day thanks to its innovative solar movement. EAN: # 9010631022457",https://www.world.holzkern.com/en_world/kairo-ahorn-marmor-1.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_221209_kairo_fa_12_1.jpg
40,OPENHORIZON 44mm Gray marble & Silver,Men Watches,Watches,stainless steel in silver and dark gray,Genuine gray marble,449.0,Available,"Ready to take off? Modeled on real pilot's watches, your Openhorizon allows you to keep a firm grip on the time. Tachymeter, stop function, luminescence, a prominent second hand and a stately size turn your wristwatch into a real pilot's watch and ensure a stylish eye-catcher on your wrist both in the cockpit and in everyday life. EAN: # 9010631018320",https://www.world.holzkern.com/en_world/openhorizon-graymarble-silver.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_20240624_openhorizon_grauer_mamor_silber_sk_5_1.jpg
41,Hesse 40mm Walnut & Walnut,Men Watches,Watches,walnut wood,Walnut wood with a fine grain,189.0,Available,“Learn what is to be taken seriously and laugh at the rest.” Hermann Hesse EAN: # 9120078337004,https://www.world.holzkern.com/en_world/hesse-walnut-walnut.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/_/q_210903_hesse_rf_02.jpg
42,Moonrise 40mm Marble & Dark blue,Men Watches,Watches,stainless steel in champagne and silver,Genuine white marble and stainless steel in white,349.0,Available,"The secrets of the night sky on the dial of your wristwatch. White marble represents the soft shimmer of the moon, whose daily position you can follow any time on the moon phase display on the dial. Discover now! EAN: # 9010631020200",https://www.world.holzkern.com/en_world/moonrise-marble-darkblue.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240819_1_q_moonrise_marmor_blau_fa_4.jpg
43,Scattered 42mm Marble & Koa,Men Watches,Watches,genuine koa wood and stainless steel in black,Genuine green marble,549.0,Available,"Green-speckled marble, rich koa wood, and solar power - our model ""Scattered"" is inspired by the unique imagery of a forest in the early morning hours. A thousand rays of sunlight peek through the dewy treetops, bathing the morning forest in an interplay of soft light and night-gray shadows. Let yourself be inspired to see the beauty of each moment! EAN: # 9010631016289",https://www.world.holzkern.com/en_world/scattered-marble-koa.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_230807_scattered_fa_11.jpg
44,Moonrise 40mm Marble & Silver,Men Watches,Watches,stainless steel in silver,Genuine blue marble and stainless steel in blue,349.0,Available,"The secrets of the night sky on the dial of your wristwatch. Blue marble brings the firmament to your wrist, while the moon phase display provides a unique view of the moon's position at all times. Discover now! EAN: # 9010631020217",https://www.world.holzkern.com/en_world/moonrise-marble-silver.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240819_1_q_moonrise_marmor_silber_fa_4_2.jpg
45,Moonrise 40mm Marble & Gold,Men Watches,Watches,stainless steel in gold,Genuine black marble and stainless steel in black,349.0,Available,"The secrets of the night sky on the dial of your wristwatch. Pitch-black marble with white accents brings the starry sky to your wrist, while the moon phase display provides a unique view of the moon's actual position at all times. Discover now! EAN: # 9010631020187",https://www.world.holzkern.com/en_world/moonrise-marble-gold.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/1/q1_9010631020187.jpg
46,Leonardo 40mm Walnut & Marble,Men Watches,Watches,walnut wood and stainless steel in grey,"Genuine, grey marble",279.0,Available,"The name Leonardo originates from the Middle Ages in Germany, and is derived from the terms “lewo” and “harti”, which means “the strength of a lion”. The interplay of walnut wood and genuine gray marble is dedicated to this name. It should motivate you daily to cast a curious glance into the past in order to get to know yourself and your surroundings better. EAN: # 9120078335338",https://www.world.holzkern.com/en_world/leonardo-walnut-marble.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/q/_/q_210701_leonardo_rf04.jpg
47,Navona 43mm Maple & Maple,Men Watches,Watches,,Gray and gold,599.0,Available,"Once a stadium for athletic competitions in ancient Rome, Piazza Navona now invites you to linger between baroque fountains and buildings. Our automatic model made from tinted maple wood and stainless steel in gray is inspired by this square in Rome, and is designed to draw your attention to the beautiful moments in daily life. EAN: # 9010631000745",https://www.world.holzkern.com/en_world/navona-maple-maple.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/3/_/3_230203_navona_fa_4.jpg
48,Summer Night 40mm Maple & Marble,Men Watches,Watches,inked maple wood,genuine black marble,249.0,Available,"Ice-cold beer in the cooler, the tantalizing scent of a barbecue in action, and the laughter of friends all while watching the sun set below the horizon. Experience the memories of a perfect summer night once more with a beautiful combination of inked maple wood and black marble. EAN: # 9010631018887",https://www.world.holzkern.com/en_world/summer-night-maple-marble.html,https://www.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/s/o/sommernacht_holzkern_holzuhr_woodwatch_fa_100320q_7_1_1.jpg
49,Piton 45mm Maple & Maple,Men Watches,Watches,maple and stainless steel in black,Fine-grained maple wood in black,279.0,Available,"The Piton de la Fournaise is one of the most volatile volcanoes in the world and is located in the French overseas territory of La Réunion. Since the beginning of observations in the 17th century, almost 180 eruptions have been observed. Our model made of maple and black stainless steel is designed to remind you daily of the unpredictable power of nature. EAN: # 9010631020651",https://www.world.holzkern.com/en_world/piton-maple-maple.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/0/20210621_q_piton_ahorn_yr_3_2.jpg
50,Syntonize 42mm Sodalite & Walnut,Men Watches,Watches,genuine walnut wood and stainless steel in brushed gray finish,Genuine blue sodalite,549.0,Available,"""Perfectly syntonized"" - you and your piece of nature are guaranteed to be on the same wavelength! With its deep blue dial and rich walnut wood, it perfectly matches your unique personality. Discover our Syntonize and bring the essence of natural uniqueness to your style! EAN: # 9010631016296",https://www.world.holzkern.com/en_world/syntonize-sodalite-walnut.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/1/_/1_q_230807_syntonize_fa_01.jpg
51,FLOWFINDER 42mm Zebrawood & Black,Men Watches,Watches,,Vignetting and unique view into the automatic movement,699.0,Available,"Effortless ease and great concentration - lead a life in flow! With our Flowfinder made of zebrawood and stainless steel, all your tasks will take care of themselves. Also discover the vignetted look into the heart of your watch and let the constant movement of the gears remind you of the meaning of every single moment. Your Flowfinder: as unique as you and as unique as every second. EAN: # 9010631018276",https://www.world.holzkern.com/en_world/flowfinder-zebrawood-black.html,https://www.world.holzkern.com/media/catalog/product/cache/08bea4719039e4e1a78ac506839f3f29/2/4/240527_q_1_flowfinder_zebrano_schwarz_fa_4.jpg
